"rules","support","confidence","coverage","lift","count"
"{GillAttached=free,ColorBelowRing=white} => {VeilType=partial}",0.539635647464303,1,0.539635647464303,1,4384
"{ColorBelowRing=white,VeilType=partial} => {GillAttached=free}",0.539635647464303,1,0.539635647464303,1.02653525398029,4384
"{ColorBelowRing=white,VeilColor=white} => {VeilType=partial}",0.539635647464303,1,0.539635647464303,1,4384
"{ColorBelowRing=white,VeilType=partial} => {VeilColor=white}",0.539635647464303,1,0.539635647464303,1.02523977788995,4384
"{GillAttached=free,ColorAboveRing=white} => {VeilColor=white}",0.549483013293944,1,0.549483013293944,1.02523977788995,4464
"{ColorAboveRing=white,VeilColor=white} => {GillAttached=free}",0.549483013293944,1,0.549483013293944,1.02653525398029,4464
"{GillAttached=free,ColorAboveRing=white} => {VeilType=partial}",0.549483013293944,1,0.549483013293944,1,4464
"{ColorAboveRing=white,VeilType=partial} => {GillAttached=free}",0.549483013293944,1,0.549483013293944,1.02653525398029,4464
"{ColorAboveRing=white,VeilColor=white} => {VeilType=partial}",0.549483013293944,1,0.549483013293944,1,4464
"{ColorAboveRing=white,VeilType=partial} => {VeilColor=white}",0.549483013293944,1,0.549483013293944,1.02523977788995,4464
"{StalkShape=tapering,RingNumber=one} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{GillAttached=free,StalkShape=tapering} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{StalkShape=tapering,RingNumber=one} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{StalkShape=tapering,VeilColor=white} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{StalkShape=tapering,RingNumber=one} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{StalkShape=tapering,VeilType=partial} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{GillAttached=free,StalkShape=tapering} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{StalkShape=tapering,VeilColor=white} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{GillAttached=free,StalkShape=tapering} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{StalkShape=tapering,VeilType=partial} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{StalkShape=tapering,VeilColor=white} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{StalkShape=tapering,VeilType=partial} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{Bruises=no,RingNumber=one} => {VeilType=partial}",0.542589857213196,1,0.542589857213196,1,4408
"{Bruises=no,GillAttached=free} => {VeilType=partial}",0.558591826686361,1,0.558591826686361,1,4538
"{Bruises=no,VeilColor=white} => {VeilType=partial}",0.559822747415066,1,0.559822747415066,1,4548
"{SurfaceAboveRing=smooth,SurfaceBelowRing=smooth} => {VeilType=partial}",0.511570654849828,1,0.511570654849828,1,4156
"{GillSpace=close,SurfaceBelowRing=smooth} => {VeilType=partial}",0.515017232890202,1,0.515017232890202,1,4184
"{SurfaceBelowRing=smooth,RingNumber=one} => {VeilType=partial}",0.5534219596258,1,0.5534219596258,1,4496
"{GillAttached=free,SurfaceBelowRing=smooth} => {VeilColor=white}",0.583948793697686,1,0.583948793697686,1.02523977788995,4744
"{SurfaceBelowRing=smooth,VeilColor=white} => {GillAttached=free}",0.583948793697686,1,0.583948793697686,1.02653525398029,4744
"{GillAttached=free,SurfaceBelowRing=smooth} => {VeilType=partial}",0.583948793697686,1,0.583948793697686,1,4744
"{SurfaceBelowRing=smooth,VeilColor=white} => {VeilType=partial}",0.583948793697686,1,0.583948793697686,1,4744
"{GillSpace=close,SurfaceAboveRing=smooth} => {VeilType=partial}",0.544559330379124,1,0.544559330379124,1,4424
"{SurfaceAboveRing=smooth,RingNumber=one} => {VeilType=partial}",0.582964057114722,1,0.582964057114722,1,4736
"{GillAttached=free,SurfaceAboveRing=smooth} => {VeilColor=white}",0.613490891186608,1,0.613490891186608,1.02523977788995,4984
"{SurfaceAboveRing=smooth,VeilColor=white} => {GillAttached=free}",0.613490891186608,1,0.613490891186608,1.02653525398029,4984
"{GillAttached=free,SurfaceAboveRing=smooth} => {VeilType=partial}",0.613490891186608,1,0.613490891186608,1,4984
"{SurfaceAboveRing=smooth,VeilColor=white} => {VeilType=partial}",0.613490891186608,1,0.613490891186608,1,4984
"{GillSpace=close,GillSize=broad} => {VeilType=partial}",0.56080748399803,1,0.56080748399803,1,4556
"{GillSize=broad,RingNumber=one} => {VeilType=partial}",0.612506154603644,1,0.612506154603644,1,4976
"{GillAttached=free,GillSize=broad} => {VeilColor=white}",0.66494337764648,1,0.66494337764648,1.02523977788995,5402
"{GillAttached=free,GillSize=broad} => {VeilType=partial}",0.66494337764648,1,0.66494337764648,1,5402
"{GillSize=broad,VeilColor=white} => {VeilType=partial}",0.667159034958149,1,0.667159034958149,1,5420
"{GillSpace=close,RingNumber=one} => {VeilType=partial}",0.795667159034958,1,0.795667159034958,1,6464
"{GillAttached=free,GillSpace=close} => {VeilColor=white}",0.812653865091088,1,0.812653865091088,1.02523977788995,6602
"{GillAttached=free,GillSpace=close} => {VeilType=partial}",0.812653865091088,1,0.812653865091088,1,6602
"{GillSpace=close,VeilColor=white} => {VeilType=partial}",0.814869522402757,1,0.814869522402757,1,6620
"{VeilColor=white,RingNumber=one} => {GillAttached=free}",0.897095027080256,1,0.897095027080256,1.02653525398029,7288
"{GillAttached=free,RingNumber=one} => {VeilType=partial}",0.89807976366322,1,0.89807976366322,1,7296
"{VeilColor=white,RingNumber=one} => {VeilType=partial}",0.897095027080256,1,0.897095027080256,1,7288
"{GillAttached=free,VeilColor=white} => {VeilType=partial}",0.973165928114229,1,0.973165928114229,1,7906
"{GillAttached=free,ColorBelowRing=white,VeilColor=white} => {VeilType=partial}",0.539635647464303,1,0.539635647464303,1,4384
"{GillAttached=free,ColorBelowRing=white,VeilType=partial} => {VeilColor=white}",0.539635647464303,1,0.539635647464303,1.02523977788995,4384
"{ColorBelowRing=white,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.539635647464303,1,0.539635647464303,1.02653525398029,4384
"{GillAttached=free,ColorAboveRing=white,VeilColor=white} => {VeilType=partial}",0.549483013293944,1,0.549483013293944,1,4464
"{GillAttached=free,ColorAboveRing=white,VeilType=partial} => {VeilColor=white}",0.549483013293944,1,0.549483013293944,1.02523977788995,4464
"{ColorAboveRing=white,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.549483013293944,1,0.549483013293944,1.02653525398029,4464
"{GillAttached=free,StalkShape=tapering,RingNumber=one} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{StalkShape=tapering,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{GillAttached=free,StalkShape=tapering,VeilColor=white} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{GillAttached=free,StalkShape=tapering,RingNumber=one} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{StalkShape=tapering,VeilType=partial,RingNumber=one} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{GillAttached=free,StalkShape=tapering,VeilType=partial} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{StalkShape=tapering,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{StalkShape=tapering,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{StalkShape=tapering,VeilType=partial,VeilColor=white} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{GillAttached=free,StalkShape=tapering,VeilColor=white} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{GillAttached=free,StalkShape=tapering,VeilType=partial} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{StalkShape=tapering,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{Bruises=no,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.517971442639094,1,0.517971442639094,1.02653525398029,4208
"{Bruises=no,GillAttached=free,RingNumber=one} => {VeilType=partial}",0.518956179222058,1,0.518956179222058,1,4216
"{Bruises=no,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.517971442639094,1,0.517971442639094,1,4208
"{Bruises=no,GillAttached=free,VeilColor=white} => {VeilType=partial}",0.557607090103397,1,0.557607090103397,1,4530
"{GillAttached=free,SurfaceBelowRing=smooth,RingNumber=one} => {VeilColor=white}",0.529788281634663,1,0.529788281634663,1.02523977788995,4304
"{SurfaceBelowRing=smooth,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.529788281634663,1,0.529788281634663,1.02653525398029,4304
"{GillAttached=free,SurfaceBelowRing=smooth,RingNumber=one} => {VeilType=partial}",0.529788281634663,1,0.529788281634663,1,4304
"{SurfaceBelowRing=smooth,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.529788281634663,1,0.529788281634663,1,4304
"{GillAttached=free,SurfaceBelowRing=smooth,VeilColor=white} => {VeilType=partial}",0.583948793697686,1,0.583948793697686,1,4744
"{GillAttached=free,SurfaceBelowRing=smooth,VeilType=partial} => {VeilColor=white}",0.583948793697686,1,0.583948793697686,1.02523977788995,4744
"{SurfaceBelowRing=smooth,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.583948793697686,1,0.583948793697686,1.02653525398029,4744
"{GillSpace=close,SurfaceAboveRing=smooth,RingNumber=one} => {VeilType=partial}",0.508124076809453,1,0.508124076809453,1,4128
"{GillAttached=free,GillSpace=close,SurfaceAboveRing=smooth} => {VeilColor=white}",0.520925652387986,1,0.520925652387986,1.02523977788995,4232
"{GillSpace=close,SurfaceAboveRing=smooth,VeilColor=white} => {GillAttached=free}",0.520925652387986,1,0.520925652387986,1.02653525398029,4232
"{GillAttached=free,GillSpace=close,SurfaceAboveRing=smooth} => {VeilType=partial}",0.520925652387986,1,0.520925652387986,1,4232
"{GillSpace=close,SurfaceAboveRing=smooth,VeilColor=white} => {VeilType=partial}",0.520925652387986,1,0.520925652387986,1,4232
"{GillAttached=free,SurfaceAboveRing=smooth,RingNumber=one} => {VeilColor=white}",0.559330379123584,1,0.559330379123584,1.02523977788995,4544
"{SurfaceAboveRing=smooth,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.559330379123584,1,0.559330379123584,1.02653525398029,4544
"{GillAttached=free,SurfaceAboveRing=smooth,RingNumber=one} => {VeilType=partial}",0.559330379123584,1,0.559330379123584,1,4544
"{SurfaceAboveRing=smooth,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.559330379123584,1,0.559330379123584,1,4544
"{GillAttached=free,SurfaceAboveRing=smooth,VeilColor=white} => {VeilType=partial}",0.613490891186608,1,0.613490891186608,1,4984
"{GillAttached=free,SurfaceAboveRing=smooth,VeilType=partial} => {VeilColor=white}",0.613490891186608,1,0.613490891186608,1.02523977788995,4984
"{SurfaceAboveRing=smooth,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.613490891186608,1,0.613490891186608,1.02653525398029,4984
"{GillSpace=close,GillSize=broad,RingNumber=one} => {VeilType=partial}",0.517971442639094,1,0.517971442639094,1,4208
"{GillAttached=free,GillSpace=close,GillSize=broad} => {VeilColor=white}",0.534958148695224,1,0.534958148695224,1.02523977788995,4346
"{GillAttached=free,GillSpace=close,GillSize=broad} => {VeilType=partial}",0.534958148695224,1,0.534958148695224,1,4346
"{GillSpace=close,GillSize=broad,VeilColor=white} => {VeilType=partial}",0.537173806006893,1,0.537173806006893,1,4364
"{GillAttached=free,GillSize=broad,RingNumber=one} => {VeilColor=white}",0.588872476612506,1,0.588872476612506,1.02523977788995,4784
"{GillSize=broad,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.588872476612506,1,0.588872476612506,1.02653525398029,4784
"{GillAttached=free,GillSize=broad,RingNumber=one} => {VeilType=partial}",0.588872476612506,1,0.588872476612506,1,4784
"{GillSize=broad,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.588872476612506,1,0.588872476612506,1,4784
"{GillAttached=free,GillSize=broad,VeilColor=white} => {VeilType=partial}",0.66494337764648,1,0.66494337764648,1,5402
"{GillAttached=free,GillSize=broad,VeilType=partial} => {VeilColor=white}",0.66494337764648,1,0.66494337764648,1.02523977788995,5402
"{GillAttached=free,GillSpace=close,RingNumber=one} => {VeilColor=white}",0.772033481043821,1,0.772033481043821,1.02523977788995,6272
"{GillSpace=close,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.772033481043821,1,0.772033481043821,1.02653525398029,6272
"{GillAttached=free,GillSpace=close,RingNumber=one} => {VeilType=partial}",0.772033481043821,1,0.772033481043821,1,6272
"{GillSpace=close,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.772033481043821,1,0.772033481043821,1,6272
"{GillAttached=free,GillSpace=close,VeilColor=white} => {VeilType=partial}",0.812653865091088,1,0.812653865091088,1,6602
"{GillAttached=free,GillSpace=close,VeilType=partial} => {VeilColor=white}",0.812653865091088,1,0.812653865091088,1.02523977788995,6602
"{GillAttached=free,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.897095027080256,1,0.897095027080256,1,7288
"{VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.897095027080256,1,0.897095027080256,1.02653525398029,7288
"{GillAttached=free,StalkShape=tapering,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.567208271787297,1,0.567208271787297,1,4608
"{GillAttached=free,StalkShape=tapering,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.567208271787297,1,0.567208271787297,1.02523977788995,4608
"{StalkShape=tapering,VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.567208271787297,1,0.567208271787297,1.02653525398029,4608
"{GillAttached=free,StalkShape=tapering,VeilType=partial,VeilColor=white} => {RingNumber=one}",0.567208271787297,1,0.567208271787297,1.0849358974359,4608
"{Bruises=no,GillAttached=free,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.517971442639094,1,0.517971442639094,1,4208
"{Bruises=no,VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.517971442639094,1,0.517971442639094,1.02653525398029,4208
"{GillAttached=free,SurfaceBelowRing=smooth,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.529788281634663,1,0.529788281634663,1,4304
"{GillAttached=free,SurfaceBelowRing=smooth,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.529788281634663,1,0.529788281634663,1.02523977788995,4304
"{SurfaceBelowRing=smooth,VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.529788281634663,1,0.529788281634663,1.02653525398029,4304
"{GillAttached=free,GillSpace=close,SurfaceAboveRing=smooth,VeilColor=white} => {VeilType=partial}",0.520925652387986,1,0.520925652387986,1,4232
"{GillAttached=free,GillSpace=close,SurfaceAboveRing=smooth,VeilType=partial} => {VeilColor=white}",0.520925652387986,1,0.520925652387986,1.02523977788995,4232
"{GillSpace=close,SurfaceAboveRing=smooth,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.520925652387986,1,0.520925652387986,1.02653525398029,4232
"{GillAttached=free,SurfaceAboveRing=smooth,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.559330379123584,1,0.559330379123584,1,4544
"{GillAttached=free,SurfaceAboveRing=smooth,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.559330379123584,1,0.559330379123584,1.02523977788995,4544
"{SurfaceAboveRing=smooth,VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.559330379123584,1,0.559330379123584,1.02653525398029,4544
"{GillAttached=free,GillSpace=close,GillSize=broad,VeilColor=white} => {VeilType=partial}",0.534958148695224,1,0.534958148695224,1,4346
"{GillAttached=free,GillSpace=close,GillSize=broad,VeilType=partial} => {VeilColor=white}",0.534958148695224,1,0.534958148695224,1.02523977788995,4346
"{GillAttached=free,GillSize=broad,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.588872476612506,1,0.588872476612506,1,4784
"{GillAttached=free,GillSize=broad,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.588872476612506,1,0.588872476612506,1.02523977788995,4784
"{GillSize=broad,VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.588872476612506,1,0.588872476612506,1.02653525398029,4784
"{GillAttached=free,GillSpace=close,VeilColor=white,RingNumber=one} => {VeilType=partial}",0.772033481043821,1,0.772033481043821,1,6272
"{GillAttached=free,GillSpace=close,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.772033481043821,1,0.772033481043821,1.02523977788995,6272
"{GillSpace=close,VeilType=partial,VeilColor=white,RingNumber=one} => {GillAttached=free}",0.772033481043821,1,0.772033481043821,1.02653525398029,6272
"{GillAttached=free} => {VeilColor=white}",0.973165928114229,0.998989133181703,0.974150664697193,1.02420339701769,7906
"{GillAttached=free,VeilType=partial} => {VeilColor=white}",0.973165928114229,0.998989133181703,0.974150664697193,1.02420339701769,7906
"{GillAttached=free,RingNumber=one} => {VeilColor=white}",0.897095027080256,0.99890350877193,0.89807976366322,1.02411561146683,7288
"{GillAttached=free,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.897095027080256,0.99890350877193,0.89807976366322,1.02411561146683,7288
"{Bruises=no,GillAttached=free} => {VeilColor=white}",0.557607090103397,0.998237108858528,0.558591826686361,1.02343239176763,4530
"{Bruises=no,GillAttached=free,VeilType=partial} => {VeilColor=white}",0.557607090103397,0.998237108858528,0.558591826686361,1.02343239176763,4530
"{Bruises=no,GillAttached=free,RingNumber=one} => {VeilColor=white}",0.517971442639094,0.998102466793169,0.518956179222058,1.02329435136644,4208
"{Bruises=no,GillAttached=free,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.517971442639094,0.998102466793169,0.518956179222058,1.02329435136644,4208
"{VeilColor=white} => {GillAttached=free}",0.973165928114229,0.997728419989904,0.975381585425898,1.02420339701769,7906
"{VeilType=partial,VeilColor=white} => {GillAttached=free}",0.973165928114229,0.997728419989904,0.975381585425898,1.02420339701769,7906
"{GillSpace=close,VeilColor=white} => {GillAttached=free}",0.812653865091088,0.997280966767372,0.814869522402757,1.02374407051025,6602
"{GillSpace=close,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.812653865091088,0.997280966767372,0.814869522402757,1.02374407051025,6602
"{GillSize=broad,VeilColor=white} => {GillAttached=free}",0.66494337764648,0.996678966789668,0.667159034958149,1.02312609631024,5402
"{GillSize=broad,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.66494337764648,0.996678966789668,0.667159034958149,1.02312609631024,5402
"{Bruises=no,VeilColor=white} => {GillAttached=free}",0.557607090103397,0.996042216358839,0.559822747415067,1.02247244954501,4530
"{Bruises=no,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.557607090103397,0.996042216358839,0.559822747415067,1.02247244954501,4530
"{GillSpace=close,GillSize=broad,VeilColor=white} => {GillAttached=free}",0.534958148695224,0.995875343721357,0.537173806006893,1.02230114889971,4346
"{GillSpace=close,GillSize=broad,VeilType=partial,VeilColor=white} => {GillAttached=free}",0.534958148695224,0.995875343721357,0.537173806006893,1.02230114889971,4346
"{} => {VeilColor=white}",0.975381585425899,0.975381585425899,1,1,7924
"{VeilType=partial} => {VeilColor=white}",0.975381585425899,0.975381585425899,1,1,7924
"{RingNumber=one} => {GillAttached=free}",0.89807976366322,0.974358974358974,0.921713441654357,1.00021383721156,7296
"{VeilType=partial,RingNumber=one} => {GillAttached=free}",0.89807976366322,0.974358974358974,0.921713441654357,1.00021383721156,7296
"{} => {GillAttached=free}",0.974150664697193,0.974150664697193,1,1,7914
"{VeilType=partial} => {GillAttached=free}",0.974150664697193,0.974150664697193,1,1,7914
"{RingNumber=one} => {VeilColor=white}",0.897095027080256,0.973290598290598,0.921713441654357,0.997856236813834,7288
"{VeilType=partial,RingNumber=one} => {VeilColor=white}",0.897095027080256,0.973290598290598,0.921713441654357,0.997856236813834,7288
"{GillSpace=close} => {VeilColor=white}",0.814869522402757,0.971814445096888,0.838503200393895,0.996342825841383,6620
"{GillSpace=close,VeilType=partial} => {VeilColor=white}",0.814869522402757,0.971814445096888,0.838503200393895,0.996342825841383,6620
"{GillSpace=close,RingNumber=one} => {GillAttached=free}",0.772033481043821,0.97029702970297,0.795667159034958,0.996044107822458,6272
"{GillSpace=close,RingNumber=one} => {VeilColor=white}",0.772033481043821,0.97029702970297,0.795667159034958,0.994787111219956,6272
"{GillSpace=close,VeilType=partial,RingNumber=one} => {GillAttached=free}",0.772033481043821,0.97029702970297,0.795667159034958,0.996044107822458,6272
"{GillSpace=close,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.772033481043821,0.97029702970297,0.795667159034958,0.994787111219956,6272
"{GillSpace=close} => {GillAttached=free}",0.812653865091088,0.969172049324721,0.838503200393895,0.994889275804149,6602
"{GillSpace=close,VeilType=partial} => {GillAttached=free}",0.812653865091088,0.969172049324721,0.838503200393895,0.994889275804149,6602
"{GillSize=broad} => {VeilColor=white}",0.667159034958149,0.965787598004277,0.690792712949286,0.990163862466777,5420
"{GillSize=broad,VeilType=partial} => {VeilColor=white}",0.667159034958149,0.965787598004277,0.690792712949286,0.990163862466777,5420
"{SurfaceAboveRing=smooth} => {GillAttached=free}",0.613490891186608,0.9629057187017,0.637124569177745,0.988456666506522,4984
"{SurfaceAboveRing=smooth} => {VeilColor=white}",0.613490891186608,0.9629057187017,0.637124569177745,0.987209245170698,4984
"{SurfaceAboveRing=smooth,VeilType=partial} => {GillAttached=free}",0.613490891186608,0.9629057187017,0.637124569177745,0.988456666506522,4984
"{SurfaceAboveRing=smooth,VeilType=partial} => {VeilColor=white}",0.613490891186608,0.9629057187017,0.637124569177745,0.987209245170698,4984
"{GillSize=broad} => {GillAttached=free}",0.66494337764648,0.962580185317177,0.690792712949286,0.988122495010962,5402
"{GillSize=broad,VeilType=partial} => {GillAttached=free}",0.66494337764648,0.962580185317177,0.690792712949286,0.988122495010962,5402
"{GillSize=broad,RingNumber=one} => {GillAttached=free}",0.588872476612506,0.961414790996785,0.612506154603644,0.98692617665629,4784
"{GillSize=broad,RingNumber=one} => {VeilColor=white}",0.588872476612506,0.961414790996785,0.612506154603644,0.985680686781661,4784
"{GillSize=broad,VeilType=partial,RingNumber=one} => {GillAttached=free}",0.588872476612506,0.961414790996785,0.612506154603644,0.98692617665629,4784
"{GillSize=broad,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.588872476612506,0.961414790996785,0.612506154603644,0.985680686781661,4784
"{SurfaceBelowRing=smooth} => {GillAttached=free}",0.583948793697686,0.961102106969206,0.607582471688823,0.986605195478624,4744
"{SurfaceBelowRing=smooth} => {VeilColor=white}",0.583948793697686,0.961102106969206,0.607582471688823,0.985360110678676,4744
"{SurfaceBelowRing=smooth,VeilType=partial} => {GillAttached=free}",0.583948793697686,0.961102106969206,0.607582471688823,0.986605195478624,4744
"{SurfaceBelowRing=smooth,VeilType=partial} => {VeilColor=white}",0.583948793697686,0.961102106969206,0.607582471688823,0.985360110678676,4744
"{SurfaceAboveRing=smooth,RingNumber=one} => {GillAttached=free}",0.559330379123584,0.959459459459459,0.582964057114722,0.984918959900006,4544
"{SurfaceAboveRing=smooth,RingNumber=one} => {VeilColor=white}",0.559330379123584,0.959459459459459,0.582964057114722,0.983676003110632,4544
"{SurfaceAboveRing=smooth,VeilType=partial,RingNumber=one} => {GillAttached=free}",0.559330379123584,0.959459459459459,0.582964057114722,0.984918959900006,4544
"{SurfaceAboveRing=smooth,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.559330379123584,0.959459459459459,0.582964057114722,0.983676003110632,4544
"{Bruises=no} => {VeilColor=white}",0.559822747415066,0.95787700084246,0.584441161989168,0.982053603589619,4548
"{Bruises=no,VeilType=partial} => {VeilColor=white}",0.559822747415066,0.95787700084246,0.584441161989168,0.982053603589619,4548
"{GillSpace=close,GillSize=broad} => {VeilColor=white}",0.537173806006893,0.957857769973661,0.56080748399803,0.982033887337963,4364
"{GillSpace=close,GillSize=broad,VeilType=partial} => {VeilColor=white}",0.537173806006893,0.957857769973661,0.56080748399803,0.982033887337963,4364
"{SurfaceBelowRing=smooth,RingNumber=one} => {GillAttached=free}",0.529788281634663,0.95729537366548,0.5534219596258,0.982697449539849,4304
"{SurfaceBelowRing=smooth,RingNumber=one} => {VeilColor=white}",0.529788281634663,0.95729537366548,0.5534219596258,0.981457296271878,4304
"{SurfaceBelowRing=smooth,VeilType=partial,RingNumber=one} => {GillAttached=free}",0.529788281634663,0.95729537366548,0.5534219596258,0.982697449539849,4304
"{SurfaceBelowRing=smooth,VeilType=partial,RingNumber=one} => {VeilColor=white}",0.529788281634663,0.95729537366548,0.5534219596258,0.981457296271878,4304
"{GillSpace=close,SurfaceAboveRing=smooth} => {GillAttached=free}",0.520925652387986,0.956600361663653,0.544559330379124,0.981983995218033,4232
"{GillSpace=close,SurfaceAboveRing=smooth} => {VeilColor=white}",0.520925652387986,0.956600361663653,0.544559330379124,0.980744742321494,4232
"{GillSpace=close,SurfaceAboveRing=smooth,VeilType=partial} => {GillAttached=free}",0.520925652387986,0.956600361663653,0.544559330379124,0.981983995218033,4232
"{GillSpace=close,SurfaceAboveRing=smooth,VeilType=partial} => {VeilColor=white}",0.520925652387986,0.956600361663653,0.544559330379124,0.980744742321494,4232
